"","feature","id","fc","pval","qval"
"60","gene","MSTRG.10097",0.811523636999723,0.72008612241821,0.87969927158294
"61","gene","MSTRG.1010",0.89192960492505,0.179867663868265,0.535501470389488
"62","gene","MSTRG.10100",1.0746792390391,0.216972416199186,0.564527267829018
"63","gene","MSTRG.10103",0.564988721949494,0.00515538323925702,0.46050620696028
"64","gene","MSTRG.10106",0.836079089938548,0.1828875497621,0.538344199641028
"65","gene","MSTRG.1011",1.00747620250884,0.929045332495741,0.974627899471234
"66","gene","MSTRG.10112",0.883446792419986,0.251131397613976,0.586171204976957
"67","gene","MSTRG.10116",0.72385878247316,0.0768018794754823,0.471221425177044
"68","gene","MSTRG.10119",0.911953789138621,0.395566352095575,0.68071086872215
"69","gene","MSTRG.10124",0.874766217596399,0.867394448688121,0.945826249033785
"70","gene","MSTRG.10125",0.800331228736656,0.384030834059226,0.674393944671522
"71","gene","MSTRG.10128",0.94519642234057,0.26210328486834,0.592293666093013
"72","gene","MSTRG.10134",0.793054605830734,0.446309203416963,0.711945401895418
"73","gene","MSTRG.10136",0.906006871612947,0.20586337130545,0.558010238586953
"74","gene","MSTRG.10137",0.340218108084019,0.398852005602059,0.682097738617103
"75","gene","MSTRG.10147",1.62289035455936,0.0353625423614773,0.463380125993401
"76","gene","MSTRG.10148",0.921134757404654,0.0242918023511686,0.463380125993401
"77","gene","MSTRG.10158",1.28094136161082,0.318509461724917,0.628340220700386
"78","gene","MSTRG.10159",1.13078498787565,0.394121845612437,0.679779265776755
"79","gene","MSTRG.1016",1.000326530486,0.997881205543207,0.99869059920075
"80","gene","MSTRG.10160",1.00230425699786,0.989621528280711,0.994514245480694
"81","gene","MSTRG.10168",0.816874545838062,0.182689361182569,0.538344199641028
"82","gene","MSTRG.10171",0.915845106327241,0.0916277289401783,0.474658679149807
"83","gene","MSTRG.10173",1.24503946389607,0.303213111124978,0.618946149273464
"84","gene","MSTRG.10175",2.83587464362763,0.437110151875484,0.705364444852526
"85","gene","MSTRG.10176",1.31454456483118,0.0134233974419806,0.463380125993401
"86","gene","MSTRG.10179",0.975035200196307,0.94276535376516,0.980511727638383
"87","gene","MSTRG.1018",0.957248603419815,0.353299000190599,0.653473816478427
"88","gene","MSTRG.10180",1.2700646318839,0.530230617259748,0.766575168003156
"89","gene","MSTRG.10187",1.22665041447862,0.0119555683232537,0.463380125993401
"90","gene","MSTRG.10189",1.28918628239101,0.375348721362198,0.668643086948901
"91","gene","MSTRG.10190",1.05898599382616,0.910049691148806,0.966964531897725
"92","gene","MSTRG.10191",0.951481364569567,0.928502009032063,0.974507531223338
"93","gene","MSTRG.10194",1.07220748559695,0.649740195540466,0.839723322867368
"94","gene","MSTRG.10196",1.00396963126708,0.979599885726435,0.9916450760925
"95","gene","MSTRG.10197",1.74108865105581,0.0791968824631166,0.471221425177044
"96","gene","MSTRG.10202",1.46864818425086,0.134840638501907,0.503725801284464
"97","gene","MSTRG.10203",1.13302582085443,0.376928439537469,0.669665339574219
"98","gene","MSTRG.10204",0.759783946906779,0.32773282107235,0.635299384356964
"99","gene","MSTRG.10205",1.30569014652522,0.250801749575012,0.586171204976957
"100","gene","MSTRG.10206",1.07502854983715,0.393987681083591,0.679779265776755
"101","gene","MSTRG.10208",1.00792205223872,0.254827007754406,0.586907679701631
"102","gene","MSTRG.10210",1.01878987858979,0.60237883474319,0.811116002636988
"103","gene","MSTRG.10213",0.558152334707943,0.0167202380313278,0.463380125993401
"104","gene","MSTRG.10217",0.817213152955034,0.875040822242062,0.949552432547493
"105","gene","MSTRG.10218",1.149815217532,0.0335751774488605,0.463380125993401
"106","gene","MSTRG.10219",1.32870631309601,0.112695563052088,0.483781144661904
"107","gene","MSTRG.10225",0.953343835110731,0.279889570700534,0.604284766488401
"108","gene","MSTRG.10228",0.692970150977052,0.199893837324559,0.554785221954965
"109","gene","MSTRG.10230",1.00372108810683,0.949174819755216,0.982828558250681
"110","gene","MSTRG.10233",0.854054287101793,0.430573914480692,0.701120935308299
"111","gene","MSTRG.10234",0.943177473461755,0.500558826330797,0.749845205632957
"112","gene","MSTRG.10235",1.29677578032326,0.416488596861555,0.691415899700708
"113","gene","MSTRG.10237",0.86103159839906,0.298202736491364,0.615178032217692
"114","gene","MSTRG.10241",0.992460805562962,0.835741798641795,0.93285073152646
"115","gene","MSTRG.10243",0.789370909635653,0.0745528378914738,0.471221425177044
"116","gene","MSTRG.10246",1.14369103799086,0.206662277079667,0.558010238586953
"117","gene","MSTRG.10252",1.08835546691725,0.658864901181131,0.844958828956448
"118","gene","MSTRG.10254",0.951283889719616,0.361434708709391,0.659224318120916
"119","gene","MSTRG.10256",1.20969075647334,0.16357519426253,0.523333289641266
"120","gene","MSTRG.10260",0.893669897686191,0.870652091801999,0.947536613929747
"121","gene","MSTRG.10261",1.23127849387807,0.213107328465109,0.561902195455594
"122","gene","MSTRG.10262",0.96624887770611,0.910036948441469,0.966964531897725
"123","gene","MSTRG.10263",1.0787078439066,0.642187257763497,0.835082946896994
"124","gene","MSTRG.10264",1.74030712544131,0.612264453201384,0.817263342468
"125","gene","MSTRG.10268",0.916390221443252,0.175059685914753,0.533005492796374
"126","gene","MSTRG.10271",1.08689300611317,0.33725710735233,0.639958651802163
"127","gene","MSTRG.10274",2.30568258038999,0.433503733083571,0.703015544607587
"128","gene","MSTRG.10278",1.14267698707355,0.667606094913192,0.85069205754942
"129","gene","MSTRG.1028",1.12307949064114,0.316880141740926,0.627341331553286
"130","gene","MSTRG.10283",0.935856581835542,0.265604801453672,0.594913772441388
"131","gene","MSTRG.10291",0.848072613540409,0.51787932556557,0.758342504473778
"132","gene","MSTRG.10295",0.738825255399163,0.0245388494332213,0.463380125993401
"133","gene","MSTRG.10296",0.768301233348719,0.0905383999666495,0.474658679149807
"134","gene","MSTRG.10297",1.01900958627136,0.971191649453863,0.988066693743754
"135","gene","MSTRG.10298",0.821714050854217,0.271362705715862,0.599411507407201
"136","gene","MSTRG.10299",0.940386807614268,0.469629816961051,0.729459625998825
"137","gene","MSTRG.10301",0.89612818917464,0.23749221074777,0.580555860551438
"138","gene","MSTRG.10303",0.965965631881355,0.355141131461868,0.654982442465554
"139","gene","MSTRG.10306",0.716459467352353,0.139479114679127,0.506932051465884
"140","gene","MSTRG.10308",0.780263249501788,0.423933997238473,0.69547157831826
"141","gene","MSTRG.10309",0.888455882468209,0.0137238423677515,0.463380125993401
"142","gene","MSTRG.10314",0.870291287752027,0.0142549182555782,0.463380125993401
"143","gene","MSTRG.10317",1.87707752357963,0.202646120085195,0.556069605951123
"144","gene","MSTRG.10323",1.11272625429556,0.379833790250701,0.671963284533789
"145","gene","MSTRG.10330",0.72746612486305,0.601156783702266,0.810343910977329
"146","gene","MSTRG.10333",0.888561755821483,0.84541352202253,0.937109520957924
"147","gene","MSTRG.10339",0.808553159216987,0.440613504862046,0.707366431575121
"148","gene","MSTRG.10348",0.88236483152294,0.0872597299890467,0.474658679149807
"149","gene","MSTRG.10350",1.77124501039604,0.00992805543272224,0.463380125993401
"150","gene","MSTRG.10352",0.76631255582615,0.135079306294373,0.503725801284464
"151","gene","MSTRG.10359",1.0716968734168,0.835161433399906,0.93285073152646
"152","gene","MSTRG.10362",0.911712859969937,0.94061905085311,0.9794385355074
"153","gene","MSTRG.10363",0.853398390871226,0.193781730089635,0.547301704639425
"154","gene","MSTRG.10364",5.1888525760492,0.525526724205684,0.762920032812098
"155","gene","MSTRG.10366",0.771944221686651,0.622902195539591,0.823445503170122
"156","gene","MSTRG.10370",0.921703294230516,0.15235645382093,0.516452800709614
"157","gene","MSTRG.10378",1.75359742587787,0.0474141806955566,0.46431100726749
"158","gene","MSTRG.1038",0.986862014766899,0.777751975066813,0.909298561593977
"159","gene","MSTRG.10385",1.27534403434707,0.112743917690914,0.483781144661904
"160","gene","MSTRG.10386",1.13901071518943,0.455227399925797,0.718278526024784
"161","gene","MSTRG.10389",0.413610720752332,0.0998392007943538,0.478274641333829
"162","gene","MSTRG.1039",1.01597070911831,0.876145003143585,0.949750420165861
"163","gene","MSTRG.10390",0.956939733024124,0.397207715924257,0.681647664097416
"164","gene","MSTRG.10391",1.23528979867451,0.107593634847026,0.4837651731336
"165","gene","MSTRG.10396",0.0919346207495845,0.0774385431762824,0.471221425177044
"166","gene","MSTRG.10397",1.82962369737431,0.495888745660737,0.746859598476828
"167","gene","MSTRG.10398",1.38212397909366,0.474574608404591,0.732500668469306
"168","gene","MSTRG.10399",1.350041356596,0.0457576537724154,0.46431100726749
"169","gene","MSTRG.10400",1.20452412903297,0.740579401384296,0.890240055706629
"170","gene","MSTRG.10402",0.843131711621284,0.0824146093480858,0.471221425177044
"171","gene","MSTRG.10403",0.823641118037798,0.06147985280162,0.470152146209148
"172","gene","MSTRG.10405",1.48570305094325,0.0442138832090707,0.46431100726749
"173","gene","MSTRG.10406",1.24457574742248,0.0128632706517466,0.463380125993401
"174","gene","MSTRG.10407",1.76604920912786,0.217877920476971,0.564699845035204
"175","gene","MSTRG.10409",0.92877676452486,0.540961628309014,0.772313754777344
"176","gene","MSTRG.10410",0.933039571899334,0.875096593950415,0.949552432547493
"177","gene","MSTRG.10411",1.1313153072546,0.187136921201875,0.542109149125335
"178","gene","MSTRG.10412",0.879641111162632,0.373492623347985,0.668373039352422
"179","gene","MSTRG.10413",18.0143163196824,0.0142208268688149,0.463380125993401
"180","gene","MSTRG.10415",1.03679988871008,0.629279166883656,0.827831815277908
"181","gene","MSTRG.10416",1.50370734307588,0.0304579874178683,0.463380125993401
"182","gene","MSTRG.10418",1.681352714072,0.708640072682402,0.873649512552179
"183","gene","MSTRG.1042",0.860465922773564,0.0719396659487775,0.471221425177044
"184","gene","MSTRG.10421",1.11648494844772,0.339972921056643,0.642033944492295
"185","gene","MSTRG.10424",0.948221861151874,0.469208413382678,0.729446035304979
"186","gene","MSTRG.10425",1.06553643836335,0.610659976119871,0.816548986375967
"187","gene","MSTRG.10426",1.14648813791784,0.0389384062515035,0.46431100726749
"188","gene","MSTRG.1043",0.321489153985912,0.167354227440735,0.52529795991125
"189","gene","MSTRG.10430",0.63188452117287,0.124492141798194,0.496832471581861
"190","gene","MSTRG.10431",0.88623975429292,0.0271993810072242,0.463380125993401
"191","gene","MSTRG.10433",1.04377657013424,0.907136665603559,0.96495065943963
"192","gene","MSTRG.10434",0.595988516436185,0.327802507821877,0.635299384356964
"193","gene","MSTRG.10439",1.03945360922915,0.730031080040658,0.884514151354037
"194","gene","MSTRG.1044",0.985583455280677,0.821124287364878,0.931505980233806
"195","gene","MSTRG.10440",0.910588309127653,0.384790136705647,0.674998538508644
"196","gene","MSTRG.10443",0.777330212850935,0.0367878284942484,0.463699493721276
"197","gene","MSTRG.10446",1.58348985766931,0.472469093491064,0.73089270587303
"198","gene","MSTRG.10448",0.994209420053387,0.989468162657107,0.994514245480694
"199","gene","MSTRG.1045",2.45443012496115,0.17311900070614,0.531361211433554
"200","gene","MSTRG.10453",0.988557904549712,0.97593312229349,0.990045479568564
"201","gene","MSTRG.10454",0.892492217157365,0.403276650199113,0.683582746773136
"202","gene","MSTRG.10459",1.13186225407357,0.0922733730896311,0.474658679149807
"203","gene","MSTRG.10460",0.855458297736353,0.126259516264195,0.498922211786976
"204","gene","MSTRG.10471",0.994155467014429,0.947172934440553,0.981784718414202
"205","gene","MSTRG.10481",0.913811118614144,0.459892396570072,0.722488479868586
"206","gene","MSTRG.10485",1.18383050607211,0.148492309900846,0.513007293119281
"207","gene","MSTRG.10487",0.84399898359022,0.288758851493018,0.611398246050532
"208","gene","MSTRG.10489",0.790618383967938,0.253301850348786,0.586907679701631
"209","gene","MSTRG.10493",0.923584811826372,0.400626052517935,0.682720221140767
"210","gene","MSTRG.10497",1.04793508253866,0.833511022624674,0.932240125163607
"211","gene","MSTRG.10498",0.731505853760225,0.359464385216902,0.657822841951583
"212","gene","MSTRG.105",0.88905160700691,0.830776884744564,0.931505980233806
"213","gene","MSTRG.10500",0.897812671122349,0.251653232303338,0.586833016942453
"214","gene","MSTRG.10501",0.921418703094457,0.84900782006927,0.93854080510701
"215","gene","MSTRG.10506",2.32115970194128,0.103110138437494,0.480424310939154
"216","gene","MSTRG.10507",0.923170271008438,0.287254119616841,0.610360048025708
"217","gene","MSTRG.10510",0.910164244432421,0.511381922690152,0.756005834787254
"218","gene","MSTRG.10511",1.16280582426503,0.213019345871866,0.561902195455594
"219","gene","MSTRG.10516",1.1852859431358,0.334806687249667,0.638168642481446
"220","gene","MSTRG.1052",0.957337799265247,0.810387206919667,0.925350987912115
"221","gene","MSTRG.10520",1.01012449688819,0.328414484900669,0.635299384356964
"222","gene","MSTRG.10526",0.749952230920343,0.0987026603155252,0.478274641333829
"223","gene","MSTRG.10529",1.40430961103073,0.353581567603209,0.653473816478427
"224","gene","MSTRG.1053",0.94021793484647,0.767985492172595,0.905204051899289
"225","gene","MSTRG.10531",0.984910994425075,0.938187846187444,0.979051194272486
"226","gene","MSTRG.10532",0.859170541893881,0.440292640525262,0.707325583314396
"227","gene","MSTRG.10537",0.847707784170245,0.110189581035009,0.483781144661904
"228","gene","MSTRG.10539",1.06055627224929,0.491500076253986,0.744452547599064
"229","gene","MSTRG.10541",0.955206056985307,0.669610336258444,0.852317682683057
"230","gene","MSTRG.10543",1.41948124520779,0.5415543350701,0.772313754777344
"231","gene","MSTRG.10546",0.916527851724253,0.865853526102117,0.945664043257741
"232","gene","MSTRG.1055",0.900672772066175,0.0142499609625777,0.463380125993401
"233","gene","MSTRG.10550",0.850253330798733,0.311495666855007,0.623617848145315
"234","gene","MSTRG.10555",0.694191869982099,0.058345253066729,0.468806655250013
"235","gene","MSTRG.10559",0.378847348871013,0.217525719590016,0.564699845035204
"236","gene","MSTRG.10561",1.71057331878471,0.627598792348743,0.826665022587996
"237","gene","MSTRG.10565",0.951783306029388,0.600447203010931,0.809701412694112
"238","gene","MSTRG.1057",1.29791395959703,0.672408076253956,0.854556472344895
"239","gene","MSTRG.10570",0.450401514131266,0.536034115508427,0.769201173002492
"240","gene","MSTRG.10591",1.18412093365728,0.0447166143097798,0.46431100726749
"241","gene","MSTRG.10592",0.875588896588907,0.0384163678896527,0.46431100726749
"242","gene","MSTRG.10594",0.934496545151719,0.428617137859479,0.699130337759239
"243","gene","MSTRG.10597",0.956914958460632,0.101007358135161,0.479023472380276
"244","gene","MSTRG.10598",1.02116115974161,0.97707627785047,0.990333226954856
"245","gene","MSTRG.10599",0.879291896682286,0.891119394784551,0.957053329562859
"246","gene","MSTRG.106",0.908200746974884,0.216408752914303,0.563782211669856
"247","gene","MSTRG.10601",1.12329201971449,0.696241444818323,0.86670673104059
"248","gene","MSTRG.10604",1.39245044172318,0.441459293005166,0.7074829834065
"249","gene","MSTRG.10607",0.933843718054044,0.593086738903294,0.805054895450277
"250","gene","MSTRG.10608",0.912121019801998,0.0693374985119095,0.471221425177044
"251","gene","MSTRG.10609",0.73841981651297,0.264892355523426,0.594291514726715
"252","gene","MSTRG.10615",0.838213096090197,0.147386878789927,0.512156523660713
"253","gene","MSTRG.10618",0.795888802974326,0.228371472320074,0.572436466041507
"254","gene","MSTRG.10620",0.91157519991949,0.158832189203753,0.521971397651521
"255","gene","MSTRG.10622",0.990011784798368,0.704002164080963,0.871546742138498
"256","gene","MSTRG.10625",1.07868965834203,0.274678736908836,0.601003587463971
"257","gene","MSTRG.10626",0.903267976551121,0.0435545497187939,0.46431100726749
"258","gene","MSTRG.10629",0.669494607777718,0.16656677424579,0.52529795991125
"259","gene","MSTRG.10631",1.02177927555757,0.777815898692857,0.909298561593977
"260","gene","MSTRG.10640",0.828022790017787,0.0948876186039057,0.474658679149807
"261","gene","MSTRG.10641",0.535832411263287,0.495268313562515,0.74649465921142
"262","gene","MSTRG.10654",0.862159862386361,0.307029684047307,0.620067043215953
"263","gene","MSTRG.10656",1.11045736197071,0.324042081589576,0.63276347920291
"264","gene","MSTRG.10657",0.887014489094624,0.312261150563734,0.62447499280464
"265","gene","MSTRG.10658",1.25875714023724,0.0825260099236915,0.471221425177044
"266","gene","MSTRG.10664",0.607123714330628,0.37465811381035,0.668398927680047
"267","gene","MSTRG.10665",0.995102255772737,0.971191649453812,0.988066693743754
"268","gene","MSTRG.10669",1.18478310024332,0.333557339251172,0.637642420305327
"269","gene","MSTRG.1068",0.774401997366174,0.24251588594851,0.583882499571884
"270","gene","MSTRG.1069",0.617207429720882,0.0203460063009352,0.463380125993401
"271","gene","MSTRG.10695",0.940033267032967,0.654930876748098,0.842322173860649
"272","gene","MSTRG.107",0.57891525302223,0.136933748156961,0.505501644608261
"273","gene","MSTRG.10703",0.838728583096549,0.057161515378152,0.467474165946759
"274","gene","MSTRG.10704",0.36651247346222,0.408005148948962,0.68687964009817
"275","gene","MSTRG.10708",1.00275334601363,0.993338885066666,0.996312027791297
"276","gene","MSTRG.10713",0.814292936874065,0.297009149270655,0.615055911155528
"277","gene","MSTRG.10715",1.16688114711239,0.810058594179363,0.925350987912115
"278","gene","MSTRG.10717",1.5571134466805,0.603460246885345,0.811436602234742
"279","gene","MSTRG.10719",0.805317303300416,0.656983876792993,0.843643534255709
"280","gene","MSTRG.10721",1.04718882954043,0.00942434835882655,0.463380125993401
"281","gene","MSTRG.10728",0.777264353589087,0.161191917831907,0.52269633865047
"282","gene","MSTRG.10730",1.17275139630632,0.150762420535818,0.515454201698365
"283","gene","MSTRG.10733",1.13328953049143,0.502663342064671,0.750876187881411
"284","gene","MSTRG.10734",1.00602847809101,0.615167560978292,0.81890796522416
"285","gene","MSTRG.10740",1.22608931626771,0.699122576732683,0.868382906119078
"286","gene","MSTRG.10746",0.929833767488151,0.525903886299553,0.763114205022862
"287","gene","MSTRG.10748",0.771623580518695,0.281505186586605,0.606306542016345
"288","gene","MSTRG.10765",1.01198654074424,0.651117533583932,0.840374107479993
"289","gene","MSTRG.10770",1.11782167540009,0.408863189571825,0.687076701440838
"290","gene","MSTRG.10771",1.19194712298398,0.530345754968269,0.766575168003156
"291","gene","MSTRG.10772",1.0754724729477,0.0337289687101119,0.463380125993401
"292","gene","MSTRG.10773",1.75647691454571,0.160668358199919,0.52269633865047
"293","gene","MSTRG.10777",1.11269273133489,0.0983063437911005,0.478181870424248
"294","gene","MSTRG.10779",0.810530009873034,0.119789261576393,0.491324420976338
"295","gene","MSTRG.10786",0.317659332836884,0.20482347181215,0.558010238586953
"296","gene","MSTRG.10787",0.859970144204443,0.413379185342543,0.689400478877205
"297","gene","MSTRG.10790",0.839032902870198,0.0650712928652263,0.471221425177044
"298","gene","MSTRG.10796",0.973923041728469,0.913031669535723,0.967633198409612
"299","gene","MSTRG.10798",1.44727552570101,0.19651047083568,0.550910212331438
"300","gene","MSTRG.1080",1.02986645504743,0.368835333794993,0.664617301915002
"301","gene","MSTRG.10800",1.00421448937498,0.99037657458313,0.994514245480694
"302","gene","MSTRG.10801",0.692203374426381,0.290852574509491,0.612285298141008
"303","gene","MSTRG.10803",0.908435585262733,0.0817592505961918,0.471221425177044
"304","gene","MSTRG.10811",0.902529324256354,0.400593733858189,0.682720221140767
"305","gene","MSTRG.10812",1.17708744026345,0.725374124433564,0.882119992889456
"306","gene","MSTRG.10816",1.13835599793975,0.184704009738792,0.538774609967971
"307","gene","MSTRG.10820",0.655697975662518,0.100196610923367,0.478274641333829
"308","gene","MSTRG.10821",0.809831317425777,0.177712989340202,0.533556220573363
"309","gene","MSTRG.10824",0.642272765923099,0.0439362118532972,0.46431100726749
"310","gene","MSTRG.10825",0.999690506435818,0.967188802790046,0.988066693743754
"311","gene","MSTRG.10827",1.45690677679615,0.715980094502993,0.877397829030297
"312","gene","MSTRG.10829",0.73104074603789,0.260226688083462,0.590776825683498
"313","gene","MSTRG.1083",0.90179307638463,0.489043267336516,0.742488562389724
"314","gene","MSTRG.10833",0.950794391531222,0.380742380558106,0.672682401920442
"315","gene","MSTRG.10838",0.722375276570919,0.378059582975718,0.670775310829765
"316","gene","MSTRG.1084",1.01864762966073,0.934193731190349,0.977278595362674
"317","gene","MSTRG.10847",0.344675215831657,0.228330009741524,0.572436466041507
"318","gene","MSTRG.10849",0.894913549606947,0.246461165434585,0.585173869216559
"319","gene","MSTRG.10852",1.05351428104607,0.0233792066334358,0.463380125993401
"320","gene","MSTRG.10856",0.66447248432762,0.173087238544093,0.531361211433554
"321","gene","MSTRG.10857",1.12163125091293,0.578408058233874,0.796077236869293
"322","gene","MSTRG.10858",1.669800279472,0.177392192383256,0.533556220573363
"323","gene","MSTRG.10860",1.48207540098801,0.0588895408498735,0.468806655250013
"324","gene","MSTRG.10861",1.18121266708235,0.42665617236666,0.697139706379246
"325","gene","MSTRG.10863",1.17895566748279,0.327017897121385,0.635181751768042
"326","gene","MSTRG.10865",0.974887479868032,0.736894719382303,0.88868512828622
"327","gene","MSTRG.10872",0.971873602796905,0.870280973011706,0.947347097992783
"328","gene","MSTRG.10873",1.06902235176539,0.385761264915339,0.675869621224586
"329","gene","MSTRG.10874",0.753447219459003,0.427529685702004,0.697775384848624
"330","gene","MSTRG.10875",0.82544784076292,0.166510498522098,0.52529795991125
"331","gene","MSTRG.10880",1.0569528535217,0.640077045746697,0.834085877038369
"332","gene","MSTRG.10882",0.741180968145871,0.449842569056948,0.714719335593551
"333","gene","MSTRG.10883",0.927106663770827,0.381362928483258,0.672700762519343
"334","gene","MSTRG.10890",1.15293992955686,0.397702482929739,0.681755714634199
"335","gene","MSTRG.10891",0.630383053676797,0.106816128703029,0.483567489033597
"336","gene","MSTRG.10893",0.887003667586763,0.589329637049753,0.803047052363075
"337","gene","MSTRG.10894",1.05932745708272,0.0496304292854715,0.46431100726749
"338","gene","MSTRG.10896",0.574237826171542,0.14512178083014,0.511194274414091
"339","gene","MSTRG.10899",0.414958890751907,0.553992278667853,0.78051946331431
"340","gene","MSTRG.10902",0.857440689540365,0.273905470275932,0.601003587463971
"341","gene","MSTRG.10904",0.942979819585613,0.221322386625478,0.567890116553183
"342","gene","MSTRG.10906",1.09406413482612,0.210669750704259,0.560668942896128
"343","gene","MSTRG.10908",0.825701996600928,0.0259596114285179,0.463380125993401
"344","gene","MSTRG.10910",1.01200982817118,0.981804561482698,0.992595089945807
"345","gene","MSTRG.10915",0.858313463759825,0.12350497118864,0.495591466480707
"346","gene","MSTRG.10919",0.421868755730405,0.122188692441596,0.493990750410427
"347","gene","MSTRG.1092",0.971196939053808,0.550412231858002,0.778245342463549
"348","gene","MSTRG.10920",0.869967034592714,0.0931294737092797,0.474658679149807
"349","gene","MSTRG.10922",0.949928938222937,0.532303229124233,0.767508789758297
"350","gene","MSTRG.10926",0.522662166827783,0.0825376136195812,0.471221425177044
"351","gene","MSTRG.10931",0.951870881193898,0.797167129963469,0.919793891276376
"352","gene","MSTRG.10936",0.924919865723249,0.716626770641795,0.877645515261187
"353","gene","MSTRG.10938",0.974976074611449,0.53902446097456,0.771067756927987
"354","gene","MSTRG.10943",0.927403851188733,0.036650521729608,0.463699493721276
